No,Player,DOB,Age,Date,Exercise,Volume,Year
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-01,Lat Pull-Down,7,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-02,Lat Pull-Down,14,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-03,Lat Pull-Down,NA,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-04,Lat Pull-Down,12,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-05,Lat Pull-Down,8,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-06,Lat Pull-Down,17,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-07,Lat Pull-Down,2,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-08,Lat Pull-Down,6,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-09,Lat Pull-Down,3,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-10,Lat Pull-Down,15,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-11,Lat Pull-Down,3,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-12,Lat Pull-Down,0,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-13,Lat Pull-Down,12,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-14,Lat Pull-Down,9,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-15,Lat Pull-Down,20,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-16,Lat Pull-Down,7,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-17,Lat Pull-Down,6,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-18,Lat Pull-Down,NA,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-19,Lat Pull-Down,8,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-20,Lat Pull-Down,15,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-21,Lat Pull-Down,12,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-22,Lat Pull-Down,0,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-23,Lat Pull-Down,16,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-24,Lat Pull-Down,4,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-25,Lat Pull-Down,17,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-26,Lat Pull-Down,13,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-27,Lat Pull-Down,9,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-28,Lat Pull-Down,NA,2018
3,Danny Rose,1990-07-02,28,2018-03-01,Lat Pull-Down,NA,2018
3,Danny Rose,1990-07-02,28,2018-03-02,Lat Pull-Down,8,2018
3,Danny Rose,1990-07-02,28,2018-03-03,Lat Pull-Down,2,2018
3,Danny Rose,1990-07-02,28,2018-03-04,Lat Pull-Down,NA,2018
3,Danny Rose,1990-07-02,28,2018-03-05,Lat Pull-Down,0,2018
3,Danny Rose,1990-07-02,28,2018-03-06,Lat Pull-Down,4,2018
3,Danny Rose,1990-07-02,28,2018-03-07,Lat Pull-Down,10,2018
3,Danny Rose,1990-07-02,28,2018-03-08,Lat Pull-Down,6,2018
3,Danny Rose,1990-07-02,28,2018-03-09,Lat Pull-Down,5,2018
3,Danny Rose,1990-07-02,28,2018-03-10,Lat Pull-Down,8,2018
3,Danny Rose,1990-07-02,28,2018-03-11,Lat Pull-Down,10,2018
3,Danny Rose,1990-07-02,28,2018-03-12,Lat Pull-Down,18,2018
3,Danny Rose,1990-07-02,28,2018-03-13,Lat Pull-Down,3,2018
3,Danny Rose,1990-07-02,28,2018-03-14,Lat Pull-Down,18,2018
3,Danny Rose,1990-07-02,28,2018-03-15,Lat Pull-Down,NA,2018
3,Danny Rose,1990-07-02,28,2018-03-16,Lat Pull-Down,2,2018
3,Danny Rose,1990-07-02,28,2018-03-17,Lat Pull-Down,12,2018
3,Danny Rose,1990-07-02,28,2018-03-18,Lat Pull-Down,16,2018
3,Danny Rose,1990-07-02,28,2018-03-19,Lat Pull-Down,4,2018
3,Danny Rose,1990-07-02,28,2018-03-20,Lat Pull-Down,9,2018
3,Danny Rose,1990-07-02,28,2018-03-21,Lat Pull-Down,17,2018
3,Danny Rose,1990-07-02,28,2018-03-22,Lat Pull-Down,3,2018
3,Danny Rose,1990-07-02,28,2018-03-23,Lat Pull-Down,NA,2018
3,Danny Rose,1990-07-02,28,2018-03-24,Lat Pull-Down,19,2018
3,Danny Rose,1990-07-02,28,2018-03-25,Lat Pull-Down,4,2018
3,Danny Rose,1990-07-02,28,2018-03-26,Lat Pull-Down,12,2018
3,Danny Rose,1990-07-02,28,2018-03-27,Lat Pull-Down,6,2018
3,Danny Rose,1990-07-02,28,2018-03-28,Lat Pull-Down,7,2018
4,Kyle Walker,1990-05-28,28,2018-03-01,Lat Pull-Down,8,2018
4,Kyle Walker,1990-05-28,28,2018-03-02,Lat Pull-Down,2,2018
4,Kyle Walker,1990-05-28,28,2018-03-03,Lat Pull-Down,11,2018
4,Kyle Walker,1990-05-28,28,2018-03-04,Lat Pull-Down,15,2018
4,Kyle Walker,1990-05-28,28,2018-03-05,Lat Pull-Down,NA,2018
4,Kyle Walker,1990-05-28,28,2018-03-06,Lat Pull-Down,4,2018
4,Kyle Walker,1990-05-28,28,2018-03-07,Lat Pull-Down,13,2018
4,Kyle Walker,1990-05-28,28,2018-03-08,Lat Pull-Down,1,2018
4,Kyle Walker,1990-05-28,28,2018-03-09,Lat Pull-Down,7,2018
4,Kyle Walker,1990-05-28,28,2018-03-10,Lat Pull-Down,6,2018
4,Kyle Walker,1990-05-28,28,2018-03-11,Lat Pull-Down,1,2018
4,Kyle Walker,1990-05-28,28,2018-03-12,Lat Pull-Down,20,2018
4,Kyle Walker,1990-05-28,28,2018-03-13,Lat Pull-Down,NA,2018
4,Kyle Walker,1990-05-28,28,2018-03-14,Lat Pull-Down,16,2018
4,Kyle Walker,1990-05-28,28,2018-03-15,Lat Pull-Down,0,2018
4,Kyle Walker,1990-05-28,28,2018-03-16,Lat Pull-Down,9,2018
4,Kyle Walker,1990-05-28,28,2018-03-17,Lat Pull-Down,2,2018
4,Kyle Walker,1990-05-28,28,2018-03-18,Lat Pull-Down,12,2018
4,Kyle Walker,1990-05-28,28,2018-03-19,Lat Pull-Down,NA,2018
4,Kyle Walker,1990-05-28,28,2018-03-20,Lat Pull-Down,NA,2018
4,Kyle Walker,1990-05-28,28,2018-03-21,Lat Pull-Down,20,2018
4,Kyle Walker,1990-05-28,28,2018-03-22,Lat Pull-Down,19,2018
4,Kyle Walker,1990-05-28,28,2018-03-23,Lat Pull-Down,19,2018
4,Kyle Walker,1990-05-28,28,2018-03-24,Lat Pull-Down,10,2018
4,Kyle Walker,1990-05-28,28,2018-03-25,Lat Pull-Down,7,2018
4,Kyle Walker,1990-05-28,28,2018-03-26,Lat Pull-Down,2,2018
4,Kyle Walker,1990-05-28,28,2018-03-27,Lat Pull-Down,18,2018
4,Kyle Walker,1990-05-28,28,2018-03-28,Lat Pull-Down,4,2018
5,James Tarkowski,1992-11-19,25,2018-03-01,Lat Pull-Down,9,2018
5,James Tarkowski,1992-11-19,25,2018-03-02,Lat Pull-Down,6,2018
5,James Tarkowski,1992-11-19,25,2018-03-03,Lat Pull-Down,2,2018
5,James Tarkowski,1992-11-19,25,2018-03-04,Lat Pull-Down,1,2018
5,James Tarkowski,1992-11-19,25,2018-03-05,Lat Pull-Down,0,2018
5,James Tarkowski,1992-11-19,25,2018-03-06,Lat Pull-Down,10,2018
5,James Tarkowski,1992-11-19,25,2018-03-07,Lat Pull-Down,NA,2018
5,James Tarkowski,1992-11-19,25,2018-03-08,Lat Pull-Down,7,2018
5,James Tarkowski,1992-11-19,25,2018-03-09,Lat Pull-Down,1,2018
5,James Tarkowski,1992-11-19,25,2018-03-10,Lat Pull-Down,13,2018
5,James Tarkowski,1992-11-19,25,2018-03-11,Lat Pull-Down,NA,2018
5,James Tarkowski,1992-11-19,25,2018-03-12,Lat Pull-Down,7,2018
5,James Tarkowski,1992-11-19,25,2018-03-13,Lat Pull-Down,20,2018
5,James Tarkowski,1992-11-19,25,2018-03-14,Lat Pull-Down,2,2018
5,James Tarkowski,1992-11-19,25,2018-03-15,Lat Pull-Down,9,2018
5,James Tarkowski,1992-11-19,25,2018-03-16,Lat Pull-Down,18,2018
5,James Tarkowski,1992-11-19,25,2018-03-17,Lat Pull-Down,12,2018
5,James Tarkowski,1992-11-19,25,2018-03-18,Lat Pull-Down,10,2018
5,James Tarkowski,1992-11-19,25,2018-03-19,Lat Pull-Down,3,2018
5,James Tarkowski,1992-11-19,25,2018-03-20,Lat Pull-Down,20,2018
5,James Tarkowski,1992-11-19,25,2018-03-21,Lat Pull-Down,NA,2018
5,James Tarkowski,1992-11-19,25,2018-03-22,Lat Pull-Down,7,2018
5,James Tarkowski,1992-11-19,25,2018-03-23,Lat Pull-Down,8,2018
5,James Tarkowski,1992-11-19,25,2018-03-24,Lat Pull-Down,10,2018
5,James Tarkowski,1992-11-19,25,2018-03-25,Lat Pull-Down,NA,2018
5,James Tarkowski,1992-11-19,25,2018-03-26,Lat Pull-Down,0,2018
5,James Tarkowski,1992-11-19,25,2018-03-27,Lat Pull-Down,12,2018
5,James Tarkowski,1992-11-19,25,2018-03-28,Lat Pull-Down,15,2018
6,Harry Maguire,1993-03-05,25,2018-03-01,Lat Pull-Down,9,2018
6,Harry Maguire,1993-03-05,25,2018-03-02,Lat Pull-Down,12,2018
6,Harry Maguire,1993-03-05,25,2018-03-03,Lat Pull-Down,NA,2018
6,Harry Maguire,1993-03-05,25,2018-03-04,Lat Pull-Down,NA,2018
6,Harry Maguire,1993-03-05,25,2018-03-05,Lat Pull-Down,10,2018
6,Harry Maguire,1993-03-05,25,2018-03-06,Lat Pull-Down,4,2018
6,Harry Maguire,1993-03-05,25,2018-03-07,Lat Pull-Down,14,2018
6,Harry Maguire,1993-03-05,25,2018-03-08,Lat Pull-Down,16,2018
6,Harry Maguire,1993-03-05,25,2018-03-09,Lat Pull-Down,NA,2018
6,Harry Maguire,1993-03-05,25,2018-03-10,Lat Pull-Down,19,2018
6,Harry Maguire,1993-03-05,25,2018-03-11,Lat Pull-Down,18,2018
6,Harry Maguire,1993-03-05,25,2018-03-12,Lat Pull-Down,16,2018
6,Harry Maguire,1993-03-05,25,2018-03-13,Lat Pull-Down,10,2018
6,Harry Maguire,1993-03-05,25,2018-03-14,Lat Pull-Down,2,2018
6,Harry Maguire,1993-03-05,25,2018-03-15,Lat Pull-Down,NA,2018
6,Harry Maguire,1993-03-05,25,2018-03-16,Lat Pull-Down,20,2018
6,Harry Maguire,1993-03-05,25,2018-03-17,Lat Pull-Down,15,2018
6,Harry Maguire,1993-03-05,25,2018-03-18,Lat Pull-Down,12,2018
6,Harry Maguire,1993-03-05,25,2018-03-19,Lat Pull-Down,2,2018
6,Harry Maguire,1993-03-05,25,2018-03-20,Lat Pull-Down,16,2018
6,Harry Maguire,1993-03-05,25,2018-03-21,Lat Pull-Down,6,2018
6,Harry Maguire,1993-03-05,25,2018-03-22,Lat Pull-Down,11,2018
6,Harry Maguire,1993-03-05,25,2018-03-23,Lat Pull-Down,NA,2018
6,Harry Maguire,1993-03-05,25,2018-03-24,Lat Pull-Down,15,2018
6,Harry Maguire,1993-03-05,25,2018-03-25,Lat Pull-Down,2,2018
6,Harry Maguire,1993-03-05,25,2018-03-26,Lat Pull-Down,6,2018
6,Harry Maguire,1993-03-05,25,2018-03-27,Lat Pull-Down,NA,2018
6,Harry Maguire,1993-03-05,25,2018-03-28,Lat Pull-Down,18,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-01,Lat Pull-Down,19,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-02,Lat Pull-Down,8,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-03,Lat Pull-Down,13,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-04,Lat Pull-Down,10,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-05,Lat Pull-Down,NA,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-06,Lat Pull-Down,17,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-07,Lat Pull-Down,14,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-08,Lat Pull-Down,1,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-09,Lat Pull-Down,10,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-10,Lat Pull-Down,5,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-11,Lat Pull-Down,12,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-12,Lat Pull-Down,1,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-13,Lat Pull-Down,2,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-14,Lat Pull-Down,4,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-15,Lat Pull-Down,19,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-16,Lat Pull-Down,NA,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-17,Lat Pull-Down,16,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-18,Lat Pull-Down,9,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-19,Lat Pull-Down,18,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-20,Lat Pull-Down,16,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-21,Lat Pull-Down,NA,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-22,Lat Pull-Down,12,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-23,Lat Pull-Down,18,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-24,Lat Pull-Down,0,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-25,Lat Pull-Down,NA,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-26,Lat Pull-Down,3,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-27,Lat Pull-Down,6,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-28,Lat Pull-Down,19,2018
8,Eric Dier,1994-01-15,24,2018-03-01,Lat Pull-Down,8,2018
8,Eric Dier,1994-01-15,24,2018-03-02,Lat Pull-Down,19,2018
8,Eric Dier,1994-01-15,24,2018-03-03,Lat Pull-Down,3,2018
8,Eric Dier,1994-01-15,24,2018-03-04,Lat Pull-Down,5,2018
8,Eric Dier,1994-01-15,24,2018-03-05,Lat Pull-Down,20,2018
8,Eric Dier,1994-01-15,24,2018-03-06,Lat Pull-Down,9,2018
8,Eric Dier,1994-01-15,24,2018-03-07,Lat Pull-Down,16,2018
8,Eric Dier,1994-01-15,24,2018-03-08,Lat Pull-Down,10,2018
8,Eric Dier,1994-01-15,24,2018-03-09,Lat Pull-Down,4,2018
8,Eric Dier,1994-01-15,24,2018-03-10,Lat Pull-Down,9,2018
8,Eric Dier,1994-01-15,24,2018-03-11,Lat Pull-Down,9,2018
8,Eric Dier,1994-01-15,24,2018-03-12,Lat Pull-Down,16,2018
8,Eric Dier,1994-01-15,24,2018-03-13,Lat Pull-Down,11,2018
8,Eric Dier,1994-01-15,24,2018-03-14,Lat Pull-Down,20,2018
8,Eric Dier,1994-01-15,24,2018-03-15,Lat Pull-Down,19,2018
8,Eric Dier,1994-01-15,24,2018-03-16,Lat Pull-Down,1,2018
8,Eric Dier,1994-01-15,24,2018-03-17,Lat Pull-Down,9,2018
8,Eric Dier,1994-01-15,24,2018-03-18,Lat Pull-Down,4,2018
8,Eric Dier,1994-01-15,24,2018-03-19,Lat Pull-Down,NA,2018
8,Eric Dier,1994-01-15,24,2018-03-20,Lat Pull-Down,18,2018
8,Eric Dier,1994-01-15,24,2018-03-21,Lat Pull-Down,NA,2018
8,Eric Dier,1994-01-15,24,2018-03-22,Lat Pull-Down,5,2018
8,Eric Dier,1994-01-15,24,2018-03-23,Lat Pull-Down,13,2018
8,Eric Dier,1994-01-15,24,2018-03-24,Lat Pull-Down,13,2018
8,Eric Dier,1994-01-15,24,2018-03-25,Lat Pull-Down,6,2018
8,Eric Dier,1994-01-15,24,2018-03-26,Lat Pull-Down,18,2018
8,Eric Dier,1994-01-15,24,2018-03-27,Lat Pull-Down,NA,2018
8,Eric Dier,1994-01-15,24,2018-03-28,Lat Pull-Down,NA,2018
9,Danny Welbeck,1990-11-26,27,2018-03-01,Lat Pull-Down,11,2018
9,Danny Welbeck,1990-11-26,27,2018-03-02,Lat Pull-Down,15,2018
9,Danny Welbeck,1990-11-26,27,2018-03-03,Lat Pull-Down,2,2018
9,Danny Welbeck,1990-11-26,27,2018-03-04,Lat Pull-Down,6,2018
9,Danny Welbeck,1990-11-26,27,2018-03-05,Lat Pull-Down,10,2018
9,Danny Welbeck,1990-11-26,27,2018-03-06,Lat Pull-Down,8,2018
9,Danny Welbeck,1990-11-26,27,2018-03-07,Lat Pull-Down,NA,2018
9,Danny Welbeck,1990-11-26,27,2018-03-08,Lat Pull-Down,8,2018
9,Danny Welbeck,1990-11-26,27,2018-03-09,Lat Pull-Down,15,2018
9,Danny Welbeck,1990-11-26,27,2018-03-10,Lat Pull-Down,NA,2018
9,Danny Welbeck,1990-11-26,27,2018-03-11,Lat Pull-Down,9,2018
9,Danny Welbeck,1990-11-26,27,2018-03-12,Lat Pull-Down,16,2018
9,Danny Welbeck,1990-11-26,27,2018-03-13,Lat Pull-Down,19,2018
9,Danny Welbeck,1990-11-26,27,2018-03-14,Lat Pull-Down,16,2018
9,Danny Welbeck,1990-11-26,27,2018-03-15,Lat Pull-Down,4,2018
9,Danny Welbeck,1990-11-26,27,2018-03-16,Lat Pull-Down,14,2018
9,Danny Welbeck,1990-11-26,27,2018-03-17,Lat Pull-Down,7,2018
9,Danny Welbeck,1990-11-26,27,2018-03-18,Lat Pull-Down,19,2018
9,Danny Welbeck,1990-11-26,27,2018-03-19,Lat Pull-Down,0,2018
9,Danny Welbeck,1990-11-26,27,2018-03-20,Lat Pull-Down,4,2018
9,Danny Welbeck,1990-11-26,27,2018-03-21,Lat Pull-Down,3,2018
9,Danny Welbeck,1990-11-26,27,2018-03-22,Lat Pull-Down,5,2018
9,Danny Welbeck,1990-11-26,27,2018-03-23,Lat Pull-Down,6,2018
9,Danny Welbeck,1990-11-26,27,2018-03-24,Lat Pull-Down,13,2018
9,Danny Welbeck,1990-11-26,27,2018-03-25,Lat Pull-Down,NA,2018
9,Danny Welbeck,1990-11-26,27,2018-03-26,Lat Pull-Down,11,2018
9,Danny Welbeck,1990-11-26,27,2018-03-27,Lat Pull-Down,NA,2018
9,Danny Welbeck,1990-11-26,27,2018-03-28,Lat Pull-Down,NA,2018
10,Marcus Rashford,1997-10-31,20,2018-03-01,Lat Pull-Down,NA,2018
10,Marcus Rashford,1997-10-31,20,2018-03-02,Lat Pull-Down,20,2018
10,Marcus Rashford,1997-10-31,20,2018-03-03,Lat Pull-Down,NA,2018
10,Marcus Rashford,1997-10-31,20,2018-03-04,Lat Pull-Down,NA,2018
10,Marcus Rashford,1997-10-31,20,2018-03-05,Lat Pull-Down,2,2018
10,Marcus Rashford,1997-10-31,20,2018-03-06,Lat Pull-Down,5,2018
10,Marcus Rashford,1997-10-31,20,2018-03-07,Lat Pull-Down,20,2018
10,Marcus Rashford,1997-10-31,20,2018-03-08,Lat Pull-Down,5,2018
10,Marcus Rashford,1997-10-31,20,2018-03-09,Lat Pull-Down,3,2018
10,Marcus Rashford,1997-10-31,20,2018-03-10,Lat Pull-Down,19,2018
10,Marcus Rashford,1997-10-31,20,2018-03-11,Lat Pull-Down,3,2018
10,Marcus Rashford,1997-10-31,20,2018-03-12,Lat Pull-Down,11,2018
10,Marcus Rashford,1997-10-31,20,2018-03-13,Lat Pull-Down,2,2018
10,Marcus Rashford,1997-10-31,20,2018-03-14,Lat Pull-Down,14,2018
10,Marcus Rashford,1997-10-31,20,2018-03-15,Lat Pull-Down,5,2018
10,Marcus Rashford,1997-10-31,20,2018-03-16,Lat Pull-Down,15,2018
10,Marcus Rashford,1997-10-31,20,2018-03-17,Lat Pull-Down,16,2018
10,Marcus Rashford,1997-10-31,20,2018-03-18,Lat Pull-Down,NA,2018
10,Marcus Rashford,1997-10-31,20,2018-03-19,Lat Pull-Down,NA,2018
10,Marcus Rashford,1997-10-31,20,2018-03-20,Lat Pull-Down,5,2018
10,Marcus Rashford,1997-10-31,20,2018-03-21,Lat Pull-Down,8,2018
10,Marcus Rashford,1997-10-31,20,2018-03-22,Lat Pull-Down,0,2018
10,Marcus Rashford,1997-10-31,20,2018-03-23,Lat Pull-Down,9,2018
10,Marcus Rashford,1997-10-31,20,2018-03-24,Lat Pull-Down,18,2018
10,Marcus Rashford,1997-10-31,20,2018-03-25,Lat Pull-Down,12,2018
10,Marcus Rashford,1997-10-31,20,2018-03-26,Lat Pull-Down,8,2018
10,Marcus Rashford,1997-10-31,20,2018-03-27,Lat Pull-Down,15,2018
10,Marcus Rashford,1997-10-31,20,2018-03-28,Lat Pull-Down,NA,2018
11,Fabian Delph,1989-11-21,28,2018-03-01,Lat Pull-Down,2,2018
11,Fabian Delph,1989-11-21,28,2018-03-02,Lat Pull-Down,7,2018
11,Fabian Delph,1989-11-21,28,2018-03-03,Lat Pull-Down,NA,2018
11,Fabian Delph,1989-11-21,28,2018-03-04,Lat Pull-Down,NA,2018
11,Fabian Delph,1989-11-21,28,2018-03-05,Lat Pull-Down,NA,2018
11,Fabian Delph,1989-11-21,28,2018-03-06,Lat Pull-Down,6,2018
11,Fabian Delph,1989-11-21,28,2018-03-07,Lat Pull-Down,16,2018
11,Fabian Delph,1989-11-21,28,2018-03-08,Lat Pull-Down,NA,2018
11,Fabian Delph,1989-11-21,28,2018-03-09,Lat Pull-Down,8,2018
11,Fabian Delph,1989-11-21,28,2018-03-10,Lat Pull-Down,1,2018
11,Fabian Delph,1989-11-21,28,2018-03-11,Lat Pull-Down,2,2018
11,Fabian Delph,1989-11-21,28,2018-03-12,Lat Pull-Down,9,2018
11,Fabian Delph,1989-11-21,28,2018-03-13,Lat Pull-Down,NA,2018
11,Fabian Delph,1989-11-21,28,2018-03-14,Lat Pull-Down,3,2018
11,Fabian Delph,1989-11-21,28,2018-03-15,Lat Pull-Down,13,2018
11,Fabian Delph,1989-11-21,28,2018-03-16,Lat Pull-Down,8,2018
11,Fabian Delph,1989-11-21,28,2018-03-17,Lat Pull-Down,11,2018
11,Fabian Delph,1989-11-21,28,2018-03-18,Lat Pull-Down,2,2018
11,Fabian Delph,1989-11-21,28,2018-03-19,Lat Pull-Down,12,2018
11,Fabian Delph,1989-11-21,28,2018-03-20,Lat Pull-Down,7,2018
11,Fabian Delph,1989-11-21,28,2018-03-21,Lat Pull-Down,17,2018
11,Fabian Delph,1989-11-21,28,2018-03-22,Lat Pull-Down,6,2018
11,Fabian Delph,1989-11-21,28,2018-03-23,Lat Pull-Down,NA,2018
11,Fabian Delph,1989-11-21,28,2018-03-24,Lat Pull-Down,11,2018
11,Fabian Delph,1989-11-21,28,2018-03-25,Lat Pull-Down,20,2018
11,Fabian Delph,1989-11-21,28,2018-03-26,Lat Pull-Down,2,2018
11,Fabian Delph,1989-11-21,28,2018-03-27,Lat Pull-Down,12,2018
11,Fabian Delph,1989-11-21,28,2018-03-28,Lat Pull-Down,7,2018
12,Kieran Trippier,1990-09-19,28,2018-03-01,Lat Pull-Down,13,2018
12,Kieran Trippier,1990-09-19,28,2018-03-02,Lat Pull-Down,8,2018
12,Kieran Trippier,1990-09-19,28,2018-03-03,Lat Pull-Down,18,2018
12,Kieran Trippier,1990-09-19,28,2018-03-04,Lat Pull-Down,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-05,Lat Pull-Down,0,2018
12,Kieran Trippier,1990-09-19,28,2018-03-06,Lat Pull-Down,1,2018
12,Kieran Trippier,1990-09-19,28,2018-03-07,Lat Pull-Down,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-08,Lat Pull-Down,19,2018
12,Kieran Trippier,1990-09-19,28,2018-03-09,Lat Pull-Down,6,2018
12,Kieran Trippier,1990-09-19,28,2018-03-10,Lat Pull-Down,3,2018
12,Kieran Trippier,1990-09-19,28,2018-03-11,Lat Pull-Down,13,2018
12,Kieran Trippier,1990-09-19,28,2018-03-12,Lat Pull-Down,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-13,Lat Pull-Down,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-14,Lat Pull-Down,1,2018
12,Kieran Trippier,1990-09-19,28,2018-03-15,Lat Pull-Down,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-16,Lat Pull-Down,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-17,Lat Pull-Down,20,2018
12,Kieran Trippier,1990-09-19,28,2018-03-18,Lat Pull-Down,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-19,Lat Pull-Down,20,2018
12,Kieran Trippier,1990-09-19,28,2018-03-20,Lat Pull-Down,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-21,Lat Pull-Down,10,2018
12,Kieran Trippier,1990-09-19,28,2018-03-22,Lat Pull-Down,13,2018
