No,Player,DOB,Age,Date,Exercise,Volume,Year
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-17,Cable Triceps Bar,1,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-18,Cable Triceps Bar,NA,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-19,Cable Triceps Bar,14,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-20,Cable Triceps Bar,16,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-21,Cable Triceps Bar,14,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-22,Cable Triceps Bar,20,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-23,Cable Triceps Bar,1,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-24,Cable Triceps Bar,9,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-25,Cable Triceps Bar,20,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-26,Cable Triceps Bar,18,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-27,Cable Triceps Bar,14,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-28,Cable Triceps Bar,NA,2018
3,Danny Rose,1990-07-02,28,2018-03-01,Cable Triceps Bar,NA,2018
3,Danny Rose,1990-07-02,28,2018-03-02,Cable Triceps Bar,2,2018
3,Danny Rose,1990-07-02,28,2018-03-03,Cable Triceps Bar,17,2018
3,Danny Rose,1990-07-02,28,2018-03-04,Cable Triceps Bar,NA,2018
3,Danny Rose,1990-07-02,28,2018-03-05,Cable Triceps Bar,1,2018
3,Danny Rose,1990-07-02,28,2018-03-06,Cable Triceps Bar,5,2018
3,Danny Rose,1990-07-02,28,2018-03-07,Cable Triceps Bar,19,2018
3,Danny Rose,1990-07-02,28,2018-03-08,Cable Triceps Bar,12,2018
3,Danny Rose,1990-07-02,28,2018-03-09,Cable Triceps Bar,15,2018
3,Danny Rose,1990-07-02,28,2018-03-10,Cable Triceps Bar,18,2018
3,Danny Rose,1990-07-02,28,2018-03-11,Cable Triceps Bar,4,2018
3,Danny Rose,1990-07-02,28,2018-03-12,Cable Triceps Bar,10,2018
3,Danny Rose,1990-07-02,28,2018-03-13,Cable Triceps Bar,12,2018
3,Danny Rose,1990-07-02,28,2018-03-14,Cable Triceps Bar,4,2018
3,Danny Rose,1990-07-02,28,2018-03-15,Cable Triceps Bar,NA,2018
3,Danny Rose,1990-07-02,28,2018-03-16,Cable Triceps Bar,4,2018
3,Danny Rose,1990-07-02,28,2018-03-17,Cable Triceps Bar,15,2018
3,Danny Rose,1990-07-02,28,2018-03-18,Cable Triceps Bar,7,2018
3,Danny Rose,1990-07-02,28,2018-03-19,Cable Triceps Bar,16,2018
3,Danny Rose,1990-07-02,28,2018-03-20,Cable Triceps Bar,9,2018
3,Danny Rose,1990-07-02,28,2018-03-21,Cable Triceps Bar,6,2018
3,Danny Rose,1990-07-02,28,2018-03-22,Cable Triceps Bar,18,2018
3,Danny Rose,1990-07-02,28,2018-03-23,Cable Triceps Bar,NA,2018
3,Danny Rose,1990-07-02,28,2018-03-24,Cable Triceps Bar,20,2018
3,Danny Rose,1990-07-02,28,2018-03-25,Cable Triceps Bar,13,2018
3,Danny Rose,1990-07-02,28,2018-03-26,Cable Triceps Bar,10,2018
3,Danny Rose,1990-07-02,28,2018-03-27,Cable Triceps Bar,8,2018
3,Danny Rose,1990-07-02,28,2018-03-28,Cable Triceps Bar,0,2018
4,Kyle Walker,1990-05-28,28,2018-03-01,Cable Triceps Bar,12,2018
4,Kyle Walker,1990-05-28,28,2018-03-02,Cable Triceps Bar,20,2018
4,Kyle Walker,1990-05-28,28,2018-03-03,Cable Triceps Bar,8,2018
4,Kyle Walker,1990-05-28,28,2018-03-04,Cable Triceps Bar,14,2018
4,Kyle Walker,1990-05-28,28,2018-03-05,Cable Triceps Bar,NA,2018
4,Kyle Walker,1990-05-28,28,2018-03-06,Cable Triceps Bar,9,2018
4,Kyle Walker,1990-05-28,28,2018-03-07,Cable Triceps Bar,9,2018
4,Kyle Walker,1990-05-28,28,2018-03-08,Cable Triceps Bar,5,2018
4,Kyle Walker,1990-05-28,28,2018-03-09,Cable Triceps Bar,14,2018
4,Kyle Walker,1990-05-28,28,2018-03-10,Cable Triceps Bar,9,2018
4,Kyle Walker,1990-05-28,28,2018-03-11,Cable Triceps Bar,3,2018
4,Kyle Walker,1990-05-28,28,2018-03-12,Cable Triceps Bar,17,2018
4,Kyle Walker,1990-05-28,28,2018-03-13,Cable Triceps Bar,NA,2018
4,Kyle Walker,1990-05-28,28,2018-03-14,Cable Triceps Bar,3,2018
4,Kyle Walker,1990-05-28,28,2018-03-15,Cable Triceps Bar,9,2018
4,Kyle Walker,1990-05-28,28,2018-03-16,Cable Triceps Bar,11,2018
4,Kyle Walker,1990-05-28,28,2018-03-17,Cable Triceps Bar,3,2018
4,Kyle Walker,1990-05-28,28,2018-03-18,Cable Triceps Bar,0,2018
4,Kyle Walker,1990-05-28,28,2018-03-19,Cable Triceps Bar,NA,2018
4,Kyle Walker,1990-05-28,28,2018-03-20,Cable Triceps Bar,NA,2018
4,Kyle Walker,1990-05-28,28,2018-03-21,Cable Triceps Bar,12,2018
4,Kyle Walker,1990-05-28,28,2018-03-22,Cable Triceps Bar,19,2018
4,Kyle Walker,1990-05-28,28,2018-03-23,Cable Triceps Bar,17,2018
4,Kyle Walker,1990-05-28,28,2018-03-24,Cable Triceps Bar,3,2018
4,Kyle Walker,1990-05-28,28,2018-03-25,Cable Triceps Bar,8,2018
4,Kyle Walker,1990-05-28,28,2018-03-26,Cable Triceps Bar,2,2018
4,Kyle Walker,1990-05-28,28,2018-03-27,Cable Triceps Bar,20,2018
4,Kyle Walker,1990-05-28,28,2018-03-28,Cable Triceps Bar,7,2018
5,James Tarkowski,1992-11-19,25,2018-03-01,Cable Triceps Bar,13,2018
5,James Tarkowski,1992-11-19,25,2018-03-02,Cable Triceps Bar,15,2018
5,James Tarkowski,1992-11-19,25,2018-03-03,Cable Triceps Bar,12,2018
5,James Tarkowski,1992-11-19,25,2018-03-04,Cable Triceps Bar,10,2018
5,James Tarkowski,1992-11-19,25,2018-03-05,Cable Triceps Bar,5,2018
5,James Tarkowski,1992-11-19,25,2018-03-06,Cable Triceps Bar,15,2018
5,James Tarkowski,1992-11-19,25,2018-03-07,Cable Triceps Bar,NA,2018
5,James Tarkowski,1992-11-19,25,2018-03-08,Cable Triceps Bar,14,2018
5,James Tarkowski,1992-11-19,25,2018-03-09,Cable Triceps Bar,8,2018
5,James Tarkowski,1992-11-19,25,2018-03-10,Cable Triceps Bar,11,2018
5,James Tarkowski,1992-11-19,25,2018-03-11,Cable Triceps Bar,NA,2018
5,James Tarkowski,1992-11-19,25,2018-03-12,Cable Triceps Bar,10,2018
5,James Tarkowski,1992-11-19,25,2018-03-13,Cable Triceps Bar,3,2018
5,James Tarkowski,1992-11-19,25,2018-03-14,Cable Triceps Bar,8,2018
5,James Tarkowski,1992-11-19,25,2018-03-15,Cable Triceps Bar,18,2018
5,James Tarkowski,1992-11-19,25,2018-03-16,Cable Triceps Bar,16,2018
5,James Tarkowski,1992-11-19,25,2018-03-17,Cable Triceps Bar,4,2018
5,James Tarkowski,1992-11-19,25,2018-03-18,Cable Triceps Bar,16,2018
5,James Tarkowski,1992-11-19,25,2018-03-19,Cable Triceps Bar,13,2018
5,James Tarkowski,1992-11-19,25,2018-03-20,Cable Triceps Bar,15,2018
5,James Tarkowski,1992-11-19,25,2018-03-21,Cable Triceps Bar,NA,2018
5,James Tarkowski,1992-11-19,25,2018-03-22,Cable Triceps Bar,7,2018
5,James Tarkowski,1992-11-19,25,2018-03-23,Cable Triceps Bar,5,2018
5,James Tarkowski,1992-11-19,25,2018-03-24,Cable Triceps Bar,5,2018
5,James Tarkowski,1992-11-19,25,2018-03-25,Cable Triceps Bar,NA,2018
5,James Tarkowski,1992-11-19,25,2018-03-26,Cable Triceps Bar,12,2018
5,James Tarkowski,1992-11-19,25,2018-03-27,Cable Triceps Bar,16,2018
5,James Tarkowski,1992-11-19,25,2018-03-28,Cable Triceps Bar,6,2018
6,Harry Maguire,1993-03-05,25,2018-03-01,Cable Triceps Bar,8,2018
6,Harry Maguire,1993-03-05,25,2018-03-02,Cable Triceps Bar,6,2018
6,Harry Maguire,1993-03-05,25,2018-03-03,Cable Triceps Bar,NA,2018
6,Harry Maguire,1993-03-05,25,2018-03-04,Cable Triceps Bar,NA,2018
6,Harry Maguire,1993-03-05,25,2018-03-05,Cable Triceps Bar,13,2018
6,Harry Maguire,1993-03-05,25,2018-03-06,Cable Triceps Bar,4,2018
6,Harry Maguire,1993-03-05,25,2018-03-07,Cable Triceps Bar,17,2018
6,Harry Maguire,1993-03-05,25,2018-03-08,Cable Triceps Bar,6,2018
6,Harry Maguire,1993-03-05,25,2018-03-09,Cable Triceps Bar,NA,2018
6,Harry Maguire,1993-03-05,25,2018-03-10,Cable Triceps Bar,20,2018
6,Harry Maguire,1993-03-05,25,2018-03-11,Cable Triceps Bar,13,2018
6,Harry Maguire,1993-03-05,25,2018-03-12,Cable Triceps Bar,14,2018
6,Harry Maguire,1993-03-05,25,2018-03-13,Cable Triceps Bar,3,2018
6,Harry Maguire,1993-03-05,25,2018-03-14,Cable Triceps Bar,0,2018
6,Harry Maguire,1993-03-05,25,2018-03-15,Cable Triceps Bar,NA,2018
6,Harry Maguire,1993-03-05,25,2018-03-16,Cable Triceps Bar,6,2018
6,Harry Maguire,1993-03-05,25,2018-03-17,Cable Triceps Bar,7,2018
6,Harry Maguire,1993-03-05,25,2018-03-18,Cable Triceps Bar,9,2018
6,Harry Maguire,1993-03-05,25,2018-03-19,Cable Triceps Bar,2,2018
6,Harry Maguire,1993-03-05,25,2018-03-20,Cable Triceps Bar,7,2018
6,Harry Maguire,1993-03-05,25,2018-03-21,Cable Triceps Bar,15,2018
6,Harry Maguire,1993-03-05,25,2018-03-22,Cable Triceps Bar,9,2018
6,Harry Maguire,1993-03-05,25,2018-03-23,Cable Triceps Bar,NA,2018
6,Harry Maguire,1993-03-05,25,2018-03-24,Cable Triceps Bar,8,2018
6,Harry Maguire,1993-03-05,25,2018-03-25,Cable Triceps Bar,7,2018
6,Harry Maguire,1993-03-05,25,2018-03-26,Cable Triceps Bar,7,2018
6,Harry Maguire,1993-03-05,25,2018-03-27,Cable Triceps Bar,NA,2018
6,Harry Maguire,1993-03-05,25,2018-03-28,Cable Triceps Bar,7,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-01,Cable Triceps Bar,16,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-02,Cable Triceps Bar,1,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-03,Cable Triceps Bar,20,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-04,Cable Triceps Bar,7,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-05,Cable Triceps Bar,NA,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-06,Cable Triceps Bar,1,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-07,Cable Triceps Bar,10,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-08,Cable Triceps Bar,11,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-09,Cable Triceps Bar,8,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-10,Cable Triceps Bar,12,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-11,Cable Triceps Bar,20,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-12,Cable Triceps Bar,12,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-13,Cable Triceps Bar,20,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-14,Cable Triceps Bar,12,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-15,Cable Triceps Bar,12,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-16,Cable Triceps Bar,NA,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-17,Cable Triceps Bar,6,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-18,Cable Triceps Bar,2,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-19,Cable Triceps Bar,3,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-20,Cable Triceps Bar,8,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-21,Cable Triceps Bar,NA,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-22,Cable Triceps Bar,0,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-23,Cable Triceps Bar,12,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-24,Cable Triceps Bar,8,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-25,Cable Triceps Bar,NA,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-26,Cable Triceps Bar,13,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-27,Cable Triceps Bar,4,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-28,Cable Triceps Bar,2,2018
8,Eric Dier,1994-01-15,24,2018-03-01,Cable Triceps Bar,18,2018
8,Eric Dier,1994-01-15,24,2018-03-02,Cable Triceps Bar,10,2018
8,Eric Dier,1994-01-15,24,2018-03-03,Cable Triceps Bar,17,2018
8,Eric Dier,1994-01-15,24,2018-03-04,Cable Triceps Bar,0,2018
8,Eric Dier,1994-01-15,24,2018-03-05,Cable Triceps Bar,8,2018
8,Eric Dier,1994-01-15,24,2018-03-06,Cable Triceps Bar,10,2018
8,Eric Dier,1994-01-15,24,2018-03-07,Cable Triceps Bar,0,2018
8,Eric Dier,1994-01-15,24,2018-03-08,Cable Triceps Bar,20,2018
8,Eric Dier,1994-01-15,24,2018-03-09,Cable Triceps Bar,16,2018
8,Eric Dier,1994-01-15,24,2018-03-10,Cable Triceps Bar,2,2018
8,Eric Dier,1994-01-15,24,2018-03-11,Cable Triceps Bar,1,2018
8,Eric Dier,1994-01-15,24,2018-03-12,Cable Triceps Bar,20,2018
8,Eric Dier,1994-01-15,24,2018-03-13,Cable Triceps Bar,9,2018
8,Eric Dier,1994-01-15,24,2018-03-14,Cable Triceps Bar,13,2018
8,Eric Dier,1994-01-15,24,2018-03-15,Cable Triceps Bar,10,2018
8,Eric Dier,1994-01-15,24,2018-03-16,Cable Triceps Bar,3,2018
8,Eric Dier,1994-01-15,24,2018-03-17,Cable Triceps Bar,3,2018
8,Eric Dier,1994-01-15,24,2018-03-18,Cable Triceps Bar,3,2018
8,Eric Dier,1994-01-15,24,2018-03-19,Cable Triceps Bar,NA,2018
8,Eric Dier,1994-01-15,24,2018-03-20,Cable Triceps Bar,10,2018
8,Eric Dier,1994-01-15,24,2018-03-21,Cable Triceps Bar,NA,2018
8,Eric Dier,1994-01-15,24,2018-03-22,Cable Triceps Bar,15,2018
8,Eric Dier,1994-01-15,24,2018-03-23,Cable Triceps Bar,19,2018
8,Eric Dier,1994-01-15,24,2018-03-24,Cable Triceps Bar,2,2018
8,Eric Dier,1994-01-15,24,2018-03-25,Cable Triceps Bar,4,2018
8,Eric Dier,1994-01-15,24,2018-03-26,Cable Triceps Bar,6,2018
8,Eric Dier,1994-01-15,24,2018-03-27,Cable Triceps Bar,NA,2018
8,Eric Dier,1994-01-15,24,2018-03-28,Cable Triceps Bar,NA,2018
9,Danny Welbeck,1990-11-26,27,2018-03-01,Cable Triceps Bar,9,2018
9,Danny Welbeck,1990-11-26,27,2018-03-02,Cable Triceps Bar,9,2018
9,Danny Welbeck,1990-11-26,27,2018-03-03,Cable Triceps Bar,13,2018
9,Danny Welbeck,1990-11-26,27,2018-03-04,Cable Triceps Bar,9,2018
9,Danny Welbeck,1990-11-26,27,2018-03-05,Cable Triceps Bar,7,2018
9,Danny Welbeck,1990-11-26,27,2018-03-06,Cable Triceps Bar,1,2018
9,Danny Welbeck,1990-11-26,27,2018-03-07,Cable Triceps Bar,NA,2018
9,Danny Welbeck,1990-11-26,27,2018-03-08,Cable Triceps Bar,3,2018
9,Danny Welbeck,1990-11-26,27,2018-03-09,Cable Triceps Bar,9,2018
9,Danny Welbeck,1990-11-26,27,2018-03-10,Cable Triceps Bar,NA,2018
9,Danny Welbeck,1990-11-26,27,2018-03-11,Cable Triceps Bar,7,2018
9,Danny Welbeck,1990-11-26,27,2018-03-12,Cable Triceps Bar,16,2018
9,Danny Welbeck,1990-11-26,27,2018-03-13,Cable Triceps Bar,4,2018
9,Danny Welbeck,1990-11-26,27,2018-03-14,Cable Triceps Bar,18,2018
9,Danny Welbeck,1990-11-26,27,2018-03-15,Cable Triceps Bar,15,2018
9,Danny Welbeck,1990-11-26,27,2018-03-16,Cable Triceps Bar,11,2018
9,Danny Welbeck,1990-11-26,27,2018-03-17,Cable Triceps Bar,5,2018
9,Danny Welbeck,1990-11-26,27,2018-03-18,Cable Triceps Bar,12,2018
9,Danny Welbeck,1990-11-26,27,2018-03-19,Cable Triceps Bar,8,2018
9,Danny Welbeck,1990-11-26,27,2018-03-20,Cable Triceps Bar,4,2018
9,Danny Welbeck,1990-11-26,27,2018-03-21,Cable Triceps Bar,5,2018
9,Danny Welbeck,1990-11-26,27,2018-03-22,Cable Triceps Bar,5,2018
9,Danny Welbeck,1990-11-26,27,2018-03-23,Cable Triceps Bar,0,2018
9,Danny Welbeck,1990-11-26,27,2018-03-24,Cable Triceps Bar,12,2018
9,Danny Welbeck,1990-11-26,27,2018-03-25,Cable Triceps Bar,NA,2018
9,Danny Welbeck,1990-11-26,27,2018-03-26,Cable Triceps Bar,1,2018
9,Danny Welbeck,1990-11-26,27,2018-03-27,Cable Triceps Bar,NA,2018
9,Danny Welbeck,1990-11-26,27,2018-03-28,Cable Triceps Bar,NA,2018
10,Marcus Rashford,1997-10-31,21,2018-03-01,Cable Triceps Bar,NA,2018
10,Marcus Rashford,1997-10-31,21,2018-03-02,Cable Triceps Bar,8,2018
10,Marcus Rashford,1997-10-31,21,2018-03-03,Cable Triceps Bar,NA,2018
10,Marcus Rashford,1997-10-31,21,2018-03-04,Cable Triceps Bar,NA,2018
10,Marcus Rashford,1997-10-31,21,2018-03-05,Cable Triceps Bar,10,2018
10,Marcus Rashford,1997-10-31,21,2018-03-06,Cable Triceps Bar,6,2018
10,Marcus Rashford,1997-10-31,21,2018-03-07,Cable Triceps Bar,16,2018
10,Marcus Rashford,1997-10-31,21,2018-03-08,Cable Triceps Bar,4,2018
10,Marcus Rashford,1997-10-31,21,2018-03-09,Cable Triceps Bar,18,2018
10,Marcus Rashford,1997-10-31,21,2018-03-10,Cable Triceps Bar,17,2018
10,Marcus Rashford,1997-10-31,21,2018-03-11,Cable Triceps Bar,9,2018
10,Marcus Rashford,1997-10-31,21,2018-03-12,Cable Triceps Bar,0,2018
10,Marcus Rashford,1997-10-31,21,2018-03-13,Cable Triceps Bar,18,2018
10,Marcus Rashford,1997-10-31,21,2018-03-14,Cable Triceps Bar,17,2018
10,Marcus Rashford,1997-10-31,21,2018-03-15,Cable Triceps Bar,0,2018
10,Marcus Rashford,1997-10-31,21,2018-03-16,Cable Triceps Bar,2,2018
10,Marcus Rashford,1997-10-31,21,2018-03-17,Cable Triceps Bar,13,2018
10,Marcus Rashford,1997-10-31,21,2018-03-18,Cable Triceps Bar,NA,2018
10,Marcus Rashford,1997-10-31,21,2018-03-19,Cable Triceps Bar,NA,2018
10,Marcus Rashford,1997-10-31,21,2018-03-20,Cable Triceps Bar,5,2018
10,Marcus Rashford,1997-10-31,21,2018-03-21,Cable Triceps Bar,5,2018
10,Marcus Rashford,1997-10-31,21,2018-03-22,Cable Triceps Bar,4,2018
10,Marcus Rashford,1997-10-31,21,2018-03-23,Cable Triceps Bar,16,2018
10,Marcus Rashford,1997-10-31,21,2018-03-24,Cable Triceps Bar,8,2018
10,Marcus Rashford,1997-10-31,21,2018-03-25,Cable Triceps Bar,6,2018
10,Marcus Rashford,1997-10-31,21,2018-03-26,Cable Triceps Bar,1,2018
10,Marcus Rashford,1997-10-31,21,2018-03-27,Cable Triceps Bar,12,2018
10,Marcus Rashford,1997-10-31,21,2018-03-28,Cable Triceps Bar,NA,2018
11,Fabian Delph,1989-11-21,28,2018-03-01,Cable Triceps Bar,7,2018
11,Fabian Delph,1989-11-21,28,2018-03-02,Cable Triceps Bar,5,2018
11,Fabian Delph,1989-11-21,28,2018-03-03,Cable Triceps Bar,NA,2018
11,Fabian Delph,1989-11-21,28,2018-03-04,Cable Triceps Bar,NA,2018
11,Fabian Delph,1989-11-21,28,2018-03-05,Cable Triceps Bar,NA,2018
11,Fabian Delph,1989-11-21,28,2018-03-06,Cable Triceps Bar,2,2018
11,Fabian Delph,1989-11-21,28,2018-03-07,Cable Triceps Bar,20,2018
11,Fabian Delph,1989-11-21,28,2018-03-08,Cable Triceps Bar,NA,2018
11,Fabian Delph,1989-11-21,28,2018-03-09,Cable Triceps Bar,14,2018
11,Fabian Delph,1989-11-21,28,2018-03-10,Cable Triceps Bar,12,2018
11,Fabian Delph,1989-11-21,28,2018-03-11,Cable Triceps Bar,3,2018
11,Fabian Delph,1989-11-21,28,2018-03-12,Cable Triceps Bar,14,2018
11,Fabian Delph,1989-11-21,28,2018-03-13,Cable Triceps Bar,NA,2018
11,Fabian Delph,1989-11-21,28,2018-03-14,Cable Triceps Bar,1,2018
11,Fabian Delph,1989-11-21,28,2018-03-15,Cable Triceps Bar,9,2018
11,Fabian Delph,1989-11-21,28,2018-03-16,Cable Triceps Bar,20,2018
11,Fabian Delph,1989-11-21,28,2018-03-17,Cable Triceps Bar,6,2018
11,Fabian Delph,1989-11-21,28,2018-03-18,Cable Triceps Bar,14,2018
11,Fabian Delph,1989-11-21,28,2018-03-19,Cable Triceps Bar,14,2018
11,Fabian Delph,1989-11-21,28,2018-03-20,Cable Triceps Bar,14,2018
11,Fabian Delph,1989-11-21,28,2018-03-21,Cable Triceps Bar,7,2018
11,Fabian Delph,1989-11-21,28,2018-03-22,Cable Triceps Bar,17,2018
11,Fabian Delph,1989-11-21,28,2018-03-23,Cable Triceps Bar,NA,2018
11,Fabian Delph,1989-11-21,28,2018-03-24,Cable Triceps Bar,1,2018
11,Fabian Delph,1989-11-21,28,2018-03-25,Cable Triceps Bar,10,2018
11,Fabian Delph,1989-11-21,28,2018-03-26,Cable Triceps Bar,2,2018
11,Fabian Delph,1989-11-21,28,2018-03-27,Cable Triceps Bar,13,2018
11,Fabian Delph,1989-11-21,28,2018-03-28,Cable Triceps Bar,17,2018
12,Kieran Trippier,1990-09-19,28,2018-03-01,Cable Triceps Bar,8,2018
12,Kieran Trippier,1990-09-19,28,2018-03-02,Cable Triceps Bar,11,2018
12,Kieran Trippier,1990-09-19,28,2018-03-03,Cable Triceps Bar,8,2018
12,Kieran Trippier,1990-09-19,28,2018-03-04,Cable Triceps Bar,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-05,Cable Triceps Bar,18,2018
12,Kieran Trippier,1990-09-19,28,2018-03-06,Cable Triceps Bar,13,2018
12,Kieran Trippier,1990-09-19,28,2018-03-07,Cable Triceps Bar,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-08,Cable Triceps Bar,1,2018
12,Kieran Trippier,1990-09-19,28,2018-03-09,Cable Triceps Bar,14,2018
12,Kieran Trippier,1990-09-19,28,2018-03-10,Cable Triceps Bar,14,2018
12,Kieran Trippier,1990-09-19,28,2018-03-11,Cable Triceps Bar,4,2018
12,Kieran Trippier,1990-09-19,28,2018-03-12,Cable Triceps Bar,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-13,Cable Triceps Bar,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-14,Cable Triceps Bar,10,2018
