No,Player,DOB,Age,Date,Exercise,Volume,Year
1,Jordan Pickford,1994-03-07,24,2018-03-23,Hanging Leg Raise,16,2018
1,Jordan Pickford,1994-03-07,24,2018-03-24,Hanging Leg Raise,14,2018
1,Jordan Pickford,1994-03-07,24,2018-03-25,Hanging Leg Raise,6,2018
1,Jordan Pickford,1994-03-07,24,2018-03-26,Hanging Leg Raise,15,2018
1,Jordan Pickford,1994-03-07,24,2018-03-27,Hanging Leg Raise,12,2018
1,Jordan Pickford,1994-03-07,24,2018-03-28,Hanging Leg Raise,6,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-01,Hanging Leg Raise,3,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-02,Hanging Leg Raise,12,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-03,Hanging Leg Raise,NA,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-04,Hanging Leg Raise,8,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-05,Hanging Leg Raise,3,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-06,Hanging Leg Raise,16,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-07,Hanging Leg Raise,18,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-08,Hanging Leg Raise,17,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-09,Hanging Leg Raise,15,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-10,Hanging Leg Raise,0,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-11,Hanging Leg Raise,8,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-12,Hanging Leg Raise,12,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-13,Hanging Leg Raise,18,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-14,Hanging Leg Raise,10,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-15,Hanging Leg Raise,6,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-16,Hanging Leg Raise,2,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-17,Hanging Leg Raise,9,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-18,Hanging Leg Raise,NA,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-19,Hanging Leg Raise,0,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-20,Hanging Leg Raise,9,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-21,Hanging Leg Raise,4,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-22,Hanging Leg Raise,6,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-23,Hanging Leg Raise,4,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-24,Hanging Leg Raise,1,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-25,Hanging Leg Raise,1,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-26,Hanging Leg Raise,19,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-27,Hanging Leg Raise,17,2018
2,Trent Alexander-Arnold,1998-10-07,20,2018-03-28,Hanging Leg Raise,NA,2018
3,Danny Rose,1990-07-02,28,2018-03-01,Hanging Leg Raise,NA,2018
3,Danny Rose,1990-07-02,28,2018-03-02,Hanging Leg Raise,19,2018
3,Danny Rose,1990-07-02,28,2018-03-03,Hanging Leg Raise,13,2018
3,Danny Rose,1990-07-02,28,2018-03-04,Hanging Leg Raise,NA,2018
3,Danny Rose,1990-07-02,28,2018-03-05,Hanging Leg Raise,6,2018
3,Danny Rose,1990-07-02,28,2018-03-06,Hanging Leg Raise,14,2018
3,Danny Rose,1990-07-02,28,2018-03-07,Hanging Leg Raise,13,2018
3,Danny Rose,1990-07-02,28,2018-03-08,Hanging Leg Raise,16,2018
3,Danny Rose,1990-07-02,28,2018-03-09,Hanging Leg Raise,2,2018
3,Danny Rose,1990-07-02,28,2018-03-10,Hanging Leg Raise,15,2018
3,Danny Rose,1990-07-02,28,2018-03-11,Hanging Leg Raise,19,2018
3,Danny Rose,1990-07-02,28,2018-03-12,Hanging Leg Raise,1,2018
3,Danny Rose,1990-07-02,28,2018-03-13,Hanging Leg Raise,12,2018
3,Danny Rose,1990-07-02,28,2018-03-14,Hanging Leg Raise,18,2018
3,Danny Rose,1990-07-02,28,2018-03-15,Hanging Leg Raise,NA,2018
3,Danny Rose,1990-07-02,28,2018-03-16,Hanging Leg Raise,4,2018
3,Danny Rose,1990-07-02,28,2018-03-17,Hanging Leg Raise,20,2018
3,Danny Rose,1990-07-02,28,2018-03-18,Hanging Leg Raise,1,2018
3,Danny Rose,1990-07-02,28,2018-03-19,Hanging Leg Raise,13,2018
3,Danny Rose,1990-07-02,28,2018-03-20,Hanging Leg Raise,15,2018
3,Danny Rose,1990-07-02,28,2018-03-21,Hanging Leg Raise,2,2018
3,Danny Rose,1990-07-02,28,2018-03-22,Hanging Leg Raise,19,2018
3,Danny Rose,1990-07-02,28,2018-03-23,Hanging Leg Raise,NA,2018
3,Danny Rose,1990-07-02,28,2018-03-24,Hanging Leg Raise,2,2018
3,Danny Rose,1990-07-02,28,2018-03-25,Hanging Leg Raise,5,2018
3,Danny Rose,1990-07-02,28,2018-03-26,Hanging Leg Raise,20,2018
3,Danny Rose,1990-07-02,28,2018-03-27,Hanging Leg Raise,6,2018
3,Danny Rose,1990-07-02,28,2018-03-28,Hanging Leg Raise,3,2018
4,Kyle Walker,1990-05-28,28,2018-03-01,Hanging Leg Raise,15,2018
4,Kyle Walker,1990-05-28,28,2018-03-02,Hanging Leg Raise,18,2018
4,Kyle Walker,1990-05-28,28,2018-03-03,Hanging Leg Raise,12,2018
4,Kyle Walker,1990-05-28,28,2018-03-04,Hanging Leg Raise,4,2018
4,Kyle Walker,1990-05-28,28,2018-03-05,Hanging Leg Raise,NA,2018
4,Kyle Walker,1990-05-28,28,2018-03-06,Hanging Leg Raise,11,2018
4,Kyle Walker,1990-05-28,28,2018-03-07,Hanging Leg Raise,10,2018
4,Kyle Walker,1990-05-28,28,2018-03-08,Hanging Leg Raise,12,2018
4,Kyle Walker,1990-05-28,28,2018-03-09,Hanging Leg Raise,14,2018
4,Kyle Walker,1990-05-28,28,2018-03-10,Hanging Leg Raise,5,2018
4,Kyle Walker,1990-05-28,28,2018-03-11,Hanging Leg Raise,2,2018
4,Kyle Walker,1990-05-28,28,2018-03-12,Hanging Leg Raise,14,2018
4,Kyle Walker,1990-05-28,28,2018-03-13,Hanging Leg Raise,NA,2018
4,Kyle Walker,1990-05-28,28,2018-03-14,Hanging Leg Raise,0,2018
4,Kyle Walker,1990-05-28,28,2018-03-15,Hanging Leg Raise,8,2018
4,Kyle Walker,1990-05-28,28,2018-03-16,Hanging Leg Raise,19,2018
4,Kyle Walker,1990-05-28,28,2018-03-17,Hanging Leg Raise,9,2018
4,Kyle Walker,1990-05-28,28,2018-03-18,Hanging Leg Raise,18,2018
4,Kyle Walker,1990-05-28,28,2018-03-19,Hanging Leg Raise,NA,2018
4,Kyle Walker,1990-05-28,28,2018-03-20,Hanging Leg Raise,NA,2018
4,Kyle Walker,1990-05-28,28,2018-03-21,Hanging Leg Raise,8,2018
4,Kyle Walker,1990-05-28,28,2018-03-22,Hanging Leg Raise,0,2018
4,Kyle Walker,1990-05-28,28,2018-03-23,Hanging Leg Raise,17,2018
4,Kyle Walker,1990-05-28,28,2018-03-24,Hanging Leg Raise,17,2018
4,Kyle Walker,1990-05-28,28,2018-03-25,Hanging Leg Raise,16,2018
4,Kyle Walker,1990-05-28,28,2018-03-26,Hanging Leg Raise,7,2018
4,Kyle Walker,1990-05-28,28,2018-03-27,Hanging Leg Raise,7,2018
4,Kyle Walker,1990-05-28,28,2018-03-28,Hanging Leg Raise,15,2018
5,James Tarkowski,1992-11-19,25,2018-03-01,Hanging Leg Raise,17,2018
5,James Tarkowski,1992-11-19,25,2018-03-02,Hanging Leg Raise,18,2018
5,James Tarkowski,1992-11-19,25,2018-03-03,Hanging Leg Raise,8,2018
5,James Tarkowski,1992-11-19,25,2018-03-04,Hanging Leg Raise,13,2018
5,James Tarkowski,1992-11-19,25,2018-03-05,Hanging Leg Raise,1,2018
5,James Tarkowski,1992-11-19,25,2018-03-06,Hanging Leg Raise,10,2018
5,James Tarkowski,1992-11-19,25,2018-03-07,Hanging Leg Raise,NA,2018
5,James Tarkowski,1992-11-19,25,2018-03-08,Hanging Leg Raise,20,2018
5,James Tarkowski,1992-11-19,25,2018-03-09,Hanging Leg Raise,17,2018
5,James Tarkowski,1992-11-19,25,2018-03-10,Hanging Leg Raise,8,2018
5,James Tarkowski,1992-11-19,25,2018-03-11,Hanging Leg Raise,NA,2018
5,James Tarkowski,1992-11-19,25,2018-03-12,Hanging Leg Raise,2,2018
5,James Tarkowski,1992-11-19,25,2018-03-13,Hanging Leg Raise,9,2018
5,James Tarkowski,1992-11-19,25,2018-03-14,Hanging Leg Raise,0,2018
5,James Tarkowski,1992-11-19,25,2018-03-15,Hanging Leg Raise,5,2018
5,James Tarkowski,1992-11-19,25,2018-03-16,Hanging Leg Raise,9,2018
5,James Tarkowski,1992-11-19,25,2018-03-17,Hanging Leg Raise,15,2018
5,James Tarkowski,1992-11-19,25,2018-03-18,Hanging Leg Raise,11,2018
5,James Tarkowski,1992-11-19,25,2018-03-19,Hanging Leg Raise,9,2018
5,James Tarkowski,1992-11-19,25,2018-03-20,Hanging Leg Raise,8,2018
5,James Tarkowski,1992-11-19,25,2018-03-21,Hanging Leg Raise,NA,2018
5,James Tarkowski,1992-11-19,25,2018-03-22,Hanging Leg Raise,7,2018
5,James Tarkowski,1992-11-19,25,2018-03-23,Hanging Leg Raise,0,2018
5,James Tarkowski,1992-11-19,25,2018-03-24,Hanging Leg Raise,3,2018
5,James Tarkowski,1992-11-19,25,2018-03-25,Hanging Leg Raise,NA,2018
5,James Tarkowski,1992-11-19,25,2018-03-26,Hanging Leg Raise,9,2018
5,James Tarkowski,1992-11-19,25,2018-03-27,Hanging Leg Raise,11,2018
5,James Tarkowski,1992-11-19,25,2018-03-28,Hanging Leg Raise,6,2018
6,Harry Maguire,1993-03-05,25,2018-03-01,Hanging Leg Raise,8,2018
6,Harry Maguire,1993-03-05,25,2018-03-02,Hanging Leg Raise,7,2018
6,Harry Maguire,1993-03-05,25,2018-03-03,Hanging Leg Raise,NA,2018
6,Harry Maguire,1993-03-05,25,2018-03-04,Hanging Leg Raise,NA,2018
6,Harry Maguire,1993-03-05,25,2018-03-05,Hanging Leg Raise,20,2018
6,Harry Maguire,1993-03-05,25,2018-03-06,Hanging Leg Raise,8,2018
6,Harry Maguire,1993-03-05,25,2018-03-07,Hanging Leg Raise,18,2018
6,Harry Maguire,1993-03-05,25,2018-03-08,Hanging Leg Raise,10,2018
6,Harry Maguire,1993-03-05,25,2018-03-09,Hanging Leg Raise,NA,2018
6,Harry Maguire,1993-03-05,25,2018-03-10,Hanging Leg Raise,16,2018
6,Harry Maguire,1993-03-05,25,2018-03-11,Hanging Leg Raise,10,2018
6,Harry Maguire,1993-03-05,25,2018-03-12,Hanging Leg Raise,5,2018
6,Harry Maguire,1993-03-05,25,2018-03-13,Hanging Leg Raise,3,2018
6,Harry Maguire,1993-03-05,25,2018-03-14,Hanging Leg Raise,8,2018
6,Harry Maguire,1993-03-05,25,2018-03-15,Hanging Leg Raise,NA,2018
6,Harry Maguire,1993-03-05,25,2018-03-16,Hanging Leg Raise,8,2018
6,Harry Maguire,1993-03-05,25,2018-03-17,Hanging Leg Raise,6,2018
6,Harry Maguire,1993-03-05,25,2018-03-18,Hanging Leg Raise,7,2018
6,Harry Maguire,1993-03-05,25,2018-03-19,Hanging Leg Raise,9,2018
6,Harry Maguire,1993-03-05,25,2018-03-20,Hanging Leg Raise,12,2018
6,Harry Maguire,1993-03-05,25,2018-03-21,Hanging Leg Raise,19,2018
6,Harry Maguire,1993-03-05,25,2018-03-22,Hanging Leg Raise,20,2018
6,Harry Maguire,1993-03-05,25,2018-03-23,Hanging Leg Raise,NA,2018
6,Harry Maguire,1993-03-05,25,2018-03-24,Hanging Leg Raise,1,2018
6,Harry Maguire,1993-03-05,25,2018-03-25,Hanging Leg Raise,19,2018
6,Harry Maguire,1993-03-05,25,2018-03-26,Hanging Leg Raise,7,2018
6,Harry Maguire,1993-03-05,25,2018-03-27,Hanging Leg Raise,NA,2018
6,Harry Maguire,1993-03-05,25,2018-03-28,Hanging Leg Raise,17,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-01,Hanging Leg Raise,0,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-02,Hanging Leg Raise,2,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-03,Hanging Leg Raise,11,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-04,Hanging Leg Raise,3,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-05,Hanging Leg Raise,NA,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-06,Hanging Leg Raise,2,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-07,Hanging Leg Raise,9,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-08,Hanging Leg Raise,5,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-09,Hanging Leg Raise,12,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-10,Hanging Leg Raise,20,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-11,Hanging Leg Raise,13,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-12,Hanging Leg Raise,17,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-13,Hanging Leg Raise,11,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-14,Hanging Leg Raise,19,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-15,Hanging Leg Raise,1,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-16,Hanging Leg Raise,NA,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-17,Hanging Leg Raise,4,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-18,Hanging Leg Raise,0,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-19,Hanging Leg Raise,2,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-20,Hanging Leg Raise,18,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-21,Hanging Leg Raise,NA,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-22,Hanging Leg Raise,0,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-23,Hanging Leg Raise,0,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-24,Hanging Leg Raise,13,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-25,Hanging Leg Raise,NA,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-26,Hanging Leg Raise,10,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-27,Hanging Leg Raise,4,2018
7,Ruben Loftus-Cheek,1996-01-23,22,2018-03-28,Hanging Leg Raise,3,2018
8,Eric Dier,1994-01-15,24,2018-03-01,Hanging Leg Raise,15,2018
8,Eric Dier,1994-01-15,24,2018-03-02,Hanging Leg Raise,7,2018
8,Eric Dier,1994-01-15,24,2018-03-03,Hanging Leg Raise,18,2018
8,Eric Dier,1994-01-15,24,2018-03-04,Hanging Leg Raise,20,2018
8,Eric Dier,1994-01-15,24,2018-03-05,Hanging Leg Raise,1,2018
8,Eric Dier,1994-01-15,24,2018-03-06,Hanging Leg Raise,19,2018
8,Eric Dier,1994-01-15,24,2018-03-07,Hanging Leg Raise,0,2018
8,Eric Dier,1994-01-15,24,2018-03-08,Hanging Leg Raise,9,2018
8,Eric Dier,1994-01-15,24,2018-03-09,Hanging Leg Raise,5,2018
8,Eric Dier,1994-01-15,24,2018-03-10,Hanging Leg Raise,8,2018
8,Eric Dier,1994-01-15,24,2018-03-11,Hanging Leg Raise,18,2018
8,Eric Dier,1994-01-15,24,2018-03-12,Hanging Leg Raise,8,2018
8,Eric Dier,1994-01-15,24,2018-03-13,Hanging Leg Raise,1,2018
8,Eric Dier,1994-01-15,24,2018-03-14,Hanging Leg Raise,12,2018
8,Eric Dier,1994-01-15,24,2018-03-15,Hanging Leg Raise,14,2018
8,Eric Dier,1994-01-15,24,2018-03-16,Hanging Leg Raise,4,2018
8,Eric Dier,1994-01-15,24,2018-03-17,Hanging Leg Raise,10,2018
8,Eric Dier,1994-01-15,24,2018-03-18,Hanging Leg Raise,20,2018
8,Eric Dier,1994-01-15,24,2018-03-19,Hanging Leg Raise,NA,2018
8,Eric Dier,1994-01-15,24,2018-03-20,Hanging Leg Raise,0,2018
8,Eric Dier,1994-01-15,24,2018-03-21,Hanging Leg Raise,NA,2018
8,Eric Dier,1994-01-15,24,2018-03-22,Hanging Leg Raise,17,2018
8,Eric Dier,1994-01-15,24,2018-03-23,Hanging Leg Raise,15,2018
8,Eric Dier,1994-01-15,24,2018-03-24,Hanging Leg Raise,11,2018
8,Eric Dier,1994-01-15,24,2018-03-25,Hanging Leg Raise,3,2018
8,Eric Dier,1994-01-15,24,2018-03-26,Hanging Leg Raise,19,2018
8,Eric Dier,1994-01-15,24,2018-03-27,Hanging Leg Raise,NA,2018
8,Eric Dier,1994-01-15,24,2018-03-28,Hanging Leg Raise,NA,2018
9,Danny Welbeck,1990-11-26,27,2018-03-01,Hanging Leg Raise,7,2018
9,Danny Welbeck,1990-11-26,27,2018-03-02,Hanging Leg Raise,19,2018
9,Danny Welbeck,1990-11-26,27,2018-03-03,Hanging Leg Raise,16,2018
9,Danny Welbeck,1990-11-26,27,2018-03-04,Hanging Leg Raise,14,2018
9,Danny Welbeck,1990-11-26,27,2018-03-05,Hanging Leg Raise,20,2018
9,Danny Welbeck,1990-11-26,27,2018-03-06,Hanging Leg Raise,3,2018
9,Danny Welbeck,1990-11-26,27,2018-03-07,Hanging Leg Raise,NA,2018
9,Danny Welbeck,1990-11-26,27,2018-03-08,Hanging Leg Raise,8,2018
9,Danny Welbeck,1990-11-26,27,2018-03-09,Hanging Leg Raise,6,2018
9,Danny Welbeck,1990-11-26,27,2018-03-10,Hanging Leg Raise,NA,2018
9,Danny Welbeck,1990-11-26,27,2018-03-11,Hanging Leg Raise,1,2018
9,Danny Welbeck,1990-11-26,27,2018-03-12,Hanging Leg Raise,13,2018
9,Danny Welbeck,1990-11-26,27,2018-03-13,Hanging Leg Raise,10,2018
9,Danny Welbeck,1990-11-26,27,2018-03-14,Hanging Leg Raise,0,2018
9,Danny Welbeck,1990-11-26,27,2018-03-15,Hanging Leg Raise,16,2018
9,Danny Welbeck,1990-11-26,27,2018-03-16,Hanging Leg Raise,10,2018
9,Danny Welbeck,1990-11-26,27,2018-03-17,Hanging Leg Raise,17,2018
9,Danny Welbeck,1990-11-26,27,2018-03-18,Hanging Leg Raise,3,2018
9,Danny Welbeck,1990-11-26,27,2018-03-19,Hanging Leg Raise,14,2018
9,Danny Welbeck,1990-11-26,27,2018-03-20,Hanging Leg Raise,15,2018
9,Danny Welbeck,1990-11-26,27,2018-03-21,Hanging Leg Raise,8,2018
9,Danny Welbeck,1990-11-26,27,2018-03-22,Hanging Leg Raise,13,2018
9,Danny Welbeck,1990-11-26,27,2018-03-23,Hanging Leg Raise,5,2018
9,Danny Welbeck,1990-11-26,27,2018-03-24,Hanging Leg Raise,14,2018
9,Danny Welbeck,1990-11-26,27,2018-03-25,Hanging Leg Raise,NA,2018
9,Danny Welbeck,1990-11-26,27,2018-03-26,Hanging Leg Raise,5,2018
9,Danny Welbeck,1990-11-26,27,2018-03-27,Hanging Leg Raise,NA,2018
9,Danny Welbeck,1990-11-26,27,2018-03-28,Hanging Leg Raise,NA,2018
10,Marcus Rashford,1997-10-31,21,2018-03-01,Hanging Leg Raise,NA,2018
10,Marcus Rashford,1997-10-31,21,2018-03-02,Hanging Leg Raise,20,2018
10,Marcus Rashford,1997-10-31,21,2018-03-03,Hanging Leg Raise,NA,2018
10,Marcus Rashford,1997-10-31,21,2018-03-04,Hanging Leg Raise,NA,2018
10,Marcus Rashford,1997-10-31,21,2018-03-05,Hanging Leg Raise,13,2018
10,Marcus Rashford,1997-10-31,21,2018-03-06,Hanging Leg Raise,15,2018
10,Marcus Rashford,1997-10-31,21,2018-03-07,Hanging Leg Raise,13,2018
10,Marcus Rashford,1997-10-31,21,2018-03-08,Hanging Leg Raise,17,2018
10,Marcus Rashford,1997-10-31,21,2018-03-09,Hanging Leg Raise,14,2018
10,Marcus Rashford,1997-10-31,21,2018-03-10,Hanging Leg Raise,0,2018
10,Marcus Rashford,1997-10-31,21,2018-03-11,Hanging Leg Raise,19,2018
10,Marcus Rashford,1997-10-31,21,2018-03-12,Hanging Leg Raise,12,2018
10,Marcus Rashford,1997-10-31,21,2018-03-13,Hanging Leg Raise,9,2018
10,Marcus Rashford,1997-10-31,21,2018-03-14,Hanging Leg Raise,1,2018
10,Marcus Rashford,1997-10-31,21,2018-03-15,Hanging Leg Raise,10,2018
10,Marcus Rashford,1997-10-31,21,2018-03-16,Hanging Leg Raise,17,2018
10,Marcus Rashford,1997-10-31,21,2018-03-17,Hanging Leg Raise,4,2018
10,Marcus Rashford,1997-10-31,21,2018-03-18,Hanging Leg Raise,NA,2018
10,Marcus Rashford,1997-10-31,21,2018-03-19,Hanging Leg Raise,NA,2018
10,Marcus Rashford,1997-10-31,21,2018-03-20,Hanging Leg Raise,4,2018
10,Marcus Rashford,1997-10-31,21,2018-03-21,Hanging Leg Raise,14,2018
10,Marcus Rashford,1997-10-31,21,2018-03-22,Hanging Leg Raise,12,2018
10,Marcus Rashford,1997-10-31,21,2018-03-23,Hanging Leg Raise,19,2018
10,Marcus Rashford,1997-10-31,21,2018-03-24,Hanging Leg Raise,2,2018
10,Marcus Rashford,1997-10-31,21,2018-03-25,Hanging Leg Raise,8,2018
10,Marcus Rashford,1997-10-31,21,2018-03-26,Hanging Leg Raise,13,2018
10,Marcus Rashford,1997-10-31,21,2018-03-27,Hanging Leg Raise,14,2018
10,Marcus Rashford,1997-10-31,21,2018-03-28,Hanging Leg Raise,NA,2018
11,Fabian Delph,1989-11-21,28,2018-03-01,Hanging Leg Raise,1,2018
11,Fabian Delph,1989-11-21,28,2018-03-02,Hanging Leg Raise,17,2018
11,Fabian Delph,1989-11-21,28,2018-03-03,Hanging Leg Raise,NA,2018
11,Fabian Delph,1989-11-21,28,2018-03-04,Hanging Leg Raise,NA,2018
11,Fabian Delph,1989-11-21,28,2018-03-05,Hanging Leg Raise,NA,2018
11,Fabian Delph,1989-11-21,28,2018-03-06,Hanging Leg Raise,8,2018
11,Fabian Delph,1989-11-21,28,2018-03-07,Hanging Leg Raise,5,2018
11,Fabian Delph,1989-11-21,28,2018-03-08,Hanging Leg Raise,NA,2018
11,Fabian Delph,1989-11-21,28,2018-03-09,Hanging Leg Raise,12,2018
11,Fabian Delph,1989-11-21,28,2018-03-10,Hanging Leg Raise,14,2018
11,Fabian Delph,1989-11-21,28,2018-03-11,Hanging Leg Raise,12,2018
11,Fabian Delph,1989-11-21,28,2018-03-12,Hanging Leg Raise,19,2018
11,Fabian Delph,1989-11-21,28,2018-03-13,Hanging Leg Raise,NA,2018
11,Fabian Delph,1989-11-21,28,2018-03-14,Hanging Leg Raise,8,2018
11,Fabian Delph,1989-11-21,28,2018-03-15,Hanging Leg Raise,17,2018
11,Fabian Delph,1989-11-21,28,2018-03-16,Hanging Leg Raise,10,2018
11,Fabian Delph,1989-11-21,28,2018-03-17,Hanging Leg Raise,8,2018
11,Fabian Delph,1989-11-21,28,2018-03-18,Hanging Leg Raise,14,2018
11,Fabian Delph,1989-11-21,28,2018-03-19,Hanging Leg Raise,10,2018
11,Fabian Delph,1989-11-21,28,2018-03-20,Hanging Leg Raise,0,2018
11,Fabian Delph,1989-11-21,28,2018-03-21,Hanging Leg Raise,5,2018
11,Fabian Delph,1989-11-21,28,2018-03-22,Hanging Leg Raise,6,2018
11,Fabian Delph,1989-11-21,28,2018-03-23,Hanging Leg Raise,NA,2018
11,Fabian Delph,1989-11-21,28,2018-03-24,Hanging Leg Raise,9,2018
11,Fabian Delph,1989-11-21,28,2018-03-25,Hanging Leg Raise,9,2018
11,Fabian Delph,1989-11-21,28,2018-03-26,Hanging Leg Raise,9,2018
11,Fabian Delph,1989-11-21,28,2018-03-27,Hanging Leg Raise,20,2018
11,Fabian Delph,1989-11-21,28,2018-03-28,Hanging Leg Raise,10,2018
12,Kieran Trippier,1990-09-19,28,2018-03-01,Hanging Leg Raise,15,2018
12,Kieran Trippier,1990-09-19,28,2018-03-02,Hanging Leg Raise,14,2018
12,Kieran Trippier,1990-09-19,28,2018-03-03,Hanging Leg Raise,14,2018
12,Kieran Trippier,1990-09-19,28,2018-03-04,Hanging Leg Raise,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-05,Hanging Leg Raise,11,2018
12,Kieran Trippier,1990-09-19,28,2018-03-06,Hanging Leg Raise,14,2018
12,Kieran Trippier,1990-09-19,28,2018-03-07,Hanging Leg Raise,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-08,Hanging Leg Raise,13,2018
12,Kieran Trippier,1990-09-19,28,2018-03-09,Hanging Leg Raise,7,2018
12,Kieran Trippier,1990-09-19,28,2018-03-10,Hanging Leg Raise,15,2018
12,Kieran Trippier,1990-09-19,28,2018-03-11,Hanging Leg Raise,19,2018
12,Kieran Trippier,1990-09-19,28,2018-03-12,Hanging Leg Raise,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-13,Hanging Leg Raise,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-14,Hanging Leg Raise,18,2018
